Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
2294,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,30-086,1992,26,23,1948,21.6,1,0,1,1,0,0,5,0,1.5,1.5,0.6,2.2,23,72,46,0.05,0.00,0.05,0.05,0.05,0.07,0.03,0.10,0.07,0.10,3312f911
2295,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,36-134,1986,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,53af52f3
2296,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,23-051,2000,19,11,1092,12.1,0,3,3,0,0,0,1,0,0.4,0.4,1.7,2.1,21,57,51,0.00,0.25,0.25,0.00,0.25,0.03,0.14,0.17,0.03,0.17,220ace7e
2297,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,25-018,1998,17,9,910,10.1,2,0,2,2,0,0,2,0,1.4,1.4,1.3,2.7,22,52,37,0.20,0.00,0.20,0.20,0.20,0.14,0.13,0.27,0.14,0.27,b9ae8560
2298,Benno Schmitz,de GER,DF,Köln,de Bundesliga,28-122,1994,23,22,1816,20.2,1,0,1,1,0,0,4,0,0.2,0.2,2.3,2.5,36,106,107,0.05,0.00,0.05,0.05,0.05,0.01,0.11,0.13,0.01,0.13,ad00b1a8
2299,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,26-066,1997,23,19,1641,18.2,0,2,2,0,0,0,3,0,0.3,0.3,1.2,1.5,8,83,15,0.00,0.11,0.11,0.00,0.11,0.02,0.06,0.08,0.02,0.08,2cfae697
2300,Perr Schuurs,nl NED,DF,Torino,it Serie A,23-113,1999,20,19,1536,17.1,0,2,2,0,0,0,4,0,0.4,0.4,0.4,0.7,7,40,1,0.00,0.12,0.12,0.00,0.12,0.02,0.02,0.04,0.02,0.04,e613313c
2301,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27-328,1995,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87436846
2302,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30-290,1992,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0d55d942
2303,Demba Seck,sn SEN,FWMF,Torino,it Serie A,22-037,2001,13,5,382,4.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,17,12,35,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.15,0.09,0.15,16463a79
2304,Haris Seferovi?,ch SUI,FWMF,Celta Vigo,es La Liga,31-025,1992,7,3,316,3.5,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.3,5,4,16,0.28,0.00,0.28,0.28,0.28,0.29,0.06,0.36,0.29,0.36,a45eac1f
2305,Jacopo Segre,it ITA,DF,Torino,it Serie A,26-030,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3cb132e6
2306,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27-355,1995,17,3,543,6.0,1,3,4,1,0,0,4,0,1.0,1.0,2.0,3.0,11,34,26,0.17,0.50,0.66,0.17,0.66,0.17,0.33,0.49,0.17,0.49,8872ed17
2307,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22-288,2000,20,20,1753,19.5,0,0,0,0,0,0,6,0,0.1,0.1,0.5,0.6,17,45,31,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,cea59f02
2308,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,28-058,1995,13,3,282,3.1,1,1,2,0,1,1,1,0,1.2,0.4,0.9,1.3,3,5,22,0.32,0.32,0.64,0.00,0.32,0.39,0.28,0.66,0.14,0.41,1238a3f9
2309,Davie Selke,de GER,FW,Köln,de Bundesliga,28-058,1995,8,4,363,4.0,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.6,5,5,16,0.25,0.00,0.25,0.25,0.25,0.37,0.02,0.39,0.37,0.39,1238a3f9
2310,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-021,1992,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,834b5c4c
2311,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,29-123,1993,26,21,1778,19.8,0,1,1,0,0,0,8,1,0.3,0.3,0.6,0.9,39,73,101,0.00,0.05,0.05,0.00,0.05,0.01,0.03,0.05,0.01,0.05,d04b94db
2312,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,18-050,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,b6baba31
2313,Antoine Semenyo,gh GHA,FWMF,Bournemouth,eng Premier League,23-071,2000,6,2,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,5,11,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,efd2ec23
2314,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,22-050,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1d383c10
2315,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25-313,1997,23,22,1878,20.9,2,0,2,2,0,0,4,0,1.2,1.2,0.4,1.6,5,37,2,0.10,0.00,0.10,0.10,0.10,0.06,0.02,0.08,0.06,0.08,35141f4c
2316,Stefano Sensi,it ITA,MF,Monza,it Serie A,27-226,1995,20,17,1302,14.5,3,0,3,3,0,0,5,0,1.2,1.2,1.0,2.2,23,124,25,0.21,0.00,0.21,0.21,0.21,0.08,0.07,0.15,0.08,0.15,b70bde8f
2317,Jaime Seoane,es ESP,MF,Getafe,es La Liga,26-056,1997,14,2,304,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,6,5,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11,a62b4888
2318,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31-315,1991,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,343f753a
2319,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25-342,1997,24,22,1683,18.7,4,1,5,4,0,0,4,0,1.8,1.8,1.1,3.0,28,67,40,0.21,0.05,0.27,0.21,0.27,0.10,0.06,0.16,0.10,0.16,b3325a30
2320,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25-232,1997,23,21,1782,19.8,1,1,2,1,0,0,7,0,1.0,1.0,1.2,2.2,47,50,78,0.05,0.05,0.10,0.05,0.10,0.05,0.06,0.11,0.05,0.11,dd7febd8
2321,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22-305,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24,22,64,0.22,0.00,0.22,0.22,0.22,0.18,0.12,0.30,0.18,0.30,6aa3e78b
2322,Stephan El Shaarawy,it ITA,DFMF,Roma,it Serie A,30-143,1992,19,7,913,10.1,3,1,4,3,0,0,2,0,3.3,3.3,0.8,4.1,37,39,78,0.30,0.10,0.39,0.30,0.39,0.33,0.08,0.41,0.33,0.41,d3aaad90
2323,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27-250,1995,22,21,1841,20.5,1,2,3,1,0,0,5,0,0.9,0.9,2.8,3.7,47,98,60,0.05,0.10,0.15,0.05,0.15,0.04,0.14,0.18,0.04,0.18,9c94165b
2324,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,31-020,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3727dd3c
2325,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,31-020,1992,6,5,441,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,29,0,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,3727dd3c
2326,Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27-263,1995,7,4,356,4.0,0,0,0,0,0,0,1,0,1.4,1.4,0.4,1.9,2,11,20,0.00,0.00,0.00,0.00,0.00,0.36,0.11,0.48,0.36,0.48,57469b2d
2327,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27-263,1995,6,1,119,1.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,3,4,15,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,57469b2d
2328,Kaj Sierhuis,nl NED,FWMF,Reims,fr Ligue 1,24-326,1998,7,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9c2b1f11
2329,Vincent Sierro,ch SUI,MFFW,Toulouse,fr Ligue 1,27-162,1995,5,0,66,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,6,1,0.00,0.00,0.00,0.00,0.00,0.24,0.10,0.34,0.24,0.34,92ffb8f9
2330,Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,20-307,2002,21,19,1651,18.3,0,2,2,0,0,0,4,1,0.7,0.7,0.6,1.3,17,63,39,0.00,0.11,0.11,0.00,0.11,0.04,0.03,0.07,0.04,0.07,313254a3
2331,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,27-133,1995,25,18,1539,17.1,4,3,7,4,0,0,2,0,8.5,8.5,2.7,11.2,29,33,130,0.23,0.18,0.41,0.23,0.41,0.50,0.16,0.66,0.50,0.66,3effaa34
2332,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,28-221,1994,25,20,1784,19.8,4,5,9,4,0,0,3,0,1.6,1.6,2.8,4.4,74,100,157,0.20,0.25,0.45,0.20,0.45,0.08,0.14,0.22,0.08,0.22,3eb22ec9
2333,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25-231,1997,24,22,2027,22.5,1,7,8,1,0,0,3,0,0.7,0.7,3.3,4.0,38,133,104,0.04,0.31,0.36,0.04,0.36,0.03,0.15,0.18,0.03,0.18,30af8b93
2334,David Silva,es ESP,MF,Real Sociedad,es La Liga,37-070,1986,18,16,1225,13.6,1,3,4,1,0,0,2,0,2.0,2.0,2.2,4.2,36,103,85,0.07,0.22,0.29,0.07,0.29,0.15,0.16,0.31,0.15,0.31,e2716bd0
2335,Rui Silva,pt POR,GK,Betis,es La Liga,29-040,1994,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ea83bfa6
2336,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,38-178,1984,21,20,1812,20.1,0,2,2,0,0,0,1,0,1.0,1.0,0.4,1.4,4,82,1,0.00,0.10,0.10,0.00,0.10,0.05,0.02,0.07,0.05,0.07,86e7deaf
2337,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32-017,1991,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0d422df7
2338,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21-275,2001,24,15,1338,14.9,3,0,3,3,0,0,0,0,4.0,4.0,1.4,5.4,27,16,103,0.20,0.00,0.20,0.20,0.20,0.27,0.09,0.37,0.27,0.37,fdbde523
2339,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22-320,2000,16,12,918,10.2,1,1,2,1,0,0,0,0,1.0,1.0,0.4,1.5,17,62,42,0.10,0.10,0.20,0.10,0.20,0.10,0.04,0.14,0.10,0.14,fcb27134
2340,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27-257,1995,16,0,208,2.3,3,0,3,3,0,0,1,0,0.7,0.7,0.8,1.5,9,8,23,1.30,0.00,1.30,1.30,1.30,0.30,0.33,0.63,0.30,0.63,343c0d52
2341,Ellis Simms,eng ENG,FW,Everton,eng Premier League,22-073,2001,6,1,114,1.3,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,1,3,9,0.79,0.00,0.79,0.79,0.79,0.36,0.03,0.39,0.36,0.39,26d3b5be
2342,Eduardo Simões,pt POR,DF,Hoffenheim,de Bundesliga,21-017,2002,4,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7ec723b7
2343,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,27-250,1995,24,22,1816,20.2,5,3,8,4,1,1,3,0,3.9,2.9,2.9,5.8,98,45,163,0.25,0.15,0.40,0.20,0.35,0.19,0.14,0.34,0.15,0.29,5f3eaaf5
2344,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25-281,1997,22,22,1935,21.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5dcf3e90
2345,Lassine Sinayoko,ml MLI,MFFW,Auxerre,fr Ligue 1,23-101,1999,25,14,1268,14.1,0,2,2,0,0,0,2,1,2.4,2.4,1.8,4.1,42,59,127,0.00,0.14,0.14,0.00,0.14,0.17,0.12,0.29,0.17,0.29,5e5249c8
2346,Wilfried Singo,ci CIV,DF,Torino,it Serie A,22-084,2000,20,14,1316,14.6,2,1,3,2,0,0,3,0,1.3,1.3,0.8,2.1,30,45,60,0.14,0.07,0.21,0.14,0.21,0.09,0.06,0.15,0.09,0.15,8b609c34
2347,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23-275,1999,13,8,538,6.0,2,0,2,2,0,0,3,1,1.8,1.8,0.2,2.1,18,21,52,0.33,0.00,0.33,0.33,0.33,0.31,0.04,0.34,0.31,0.34,8e16dd48
2348,Daley Sinkgraven,nl NED,DFMF,Leverkusen,de Bundesliga,27-258,1995,10,4,324,3.6,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.1,8,8,17,0.00,0.28,0.28,0.00,0.28,0.04,0.26,0.31,0.04,0.31,73000a79
2349,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34-362,1988,6,5,510,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0d8a37c2
2350,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20-253,2002,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,c6cf860f
2351,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,36-066,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10dc46f0
2352,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,25-143,1997,17,8,851,9.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,9,32,38,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.09,0.06,0.09,0f8418aa
2353,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33-215,1989,21,17,1472,16.4,2,0,2,2,0,0,3,0,2.0,2.0,0.8,2.8,22,73,51,0.12,0.00,0.12,0.12,0.12,0.12,0.05,0.17,0.12,0.17,2acd49b9
2354,Tim Skarke,de GER,DFMF,Union Berlin,de Bundesliga,26-193,1996,3,0,53,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,0,10,0.00,0.00,0.00,0.00,0.00,0.39,0.02,0.41,0.39,0.41,65857fdf
2355,Tim Skarke,de GER,FWMF,Schalke 04,de Bundesliga,26-193,1996,3,3,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,1,7,12,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.26,0.09,0.26,65857fdf
2356,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27-313,1995,24,24,2136,23.7,5,1,6,5,0,0,4,0,3.5,3.5,1.4,4.9,40,124,38,0.21,0.04,0.25,0.21,0.25,0.15,0.06,0.21,0.15,0.21,c2211709
2357,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,22-184,2000,13,8,646,7.2,1,0,1,1,0,0,5,0,0.2,0.2,0.4,0.6,8,35,15,0.14,0.00,0.14,0.14,0.14,0.03,0.05,0.08,0.03,0.08,6250083a
2358,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23-111,1999,4,2,220,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,9,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,b35a7399
2359,?ukasz Skorupski,pl POL,GK,Bologna,it Serie A,31-318,1991,27,27,2430,27.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ab4449d6
2360,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26-303,1996,19,16,1229,13.7,3,2,5,1,2,2,1,0,3.3,1.7,1.8,3.4,40,44,89,0.22,0.15,0.37,0.07,0.22,0.24,0.13,0.37,0.12,0.25,ff98492b
2361,Milan Škriniar,sk SVK,DF,Inter,it Serie A,28-036,1995,21,20,1769,19.7,0,0,0,0,0,0,5,1,0.8,0.8,0.3,1.1,16,81,10,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,30f5ffa9
2362,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20-316,2002,2,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,2,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,d7547531
2363,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34-274,1988,16,11,986,11.0,1,1,2,1,0,1,5,0,2.5,1.7,1.2,2.9,11,26,61,0.09,0.09,0.18,0.09,0.18,0.23,0.11,0.33,0.16,0.26,ffec9769
2364,Chris Smalling,eng ENG,DF,Roma,it Serie A,33-117,1989,25,24,2223,24.7,3,1,4,3,0,0,6,0,1.2,1.2,0.4,1.6,4,39,7,0.12,0.04,0.16,0.12,0.16,0.05,0.02,0.07,0.05,0.07,b6964eb6
2365,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31-324,1991,26,26,2200,24.4,0,1,1,0,0,0,8,0,0.5,0.5,0.7,1.2,18,69,21,0.00,0.04,0.04,0.00,0.04,0.02,0.03,0.05,0.02,0.05,20b104bc
2366,Emile Smith Rowe,eng ENG,FWMF,Arsenal,eng Premier League,22-234,2000,7,0,108,1.2,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,2,3,11,0.00,0.83,0.83,0.00,0.83,0.22,0.50,0.72,0.22,0.72,17695062
2367,Hrvoje Smol?i?,hr CRO,DF,Eint Frankfurt,de Bundesliga,22-214,2000,8,3,381,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,14,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,c967f6b8
2368,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31-200,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,839c14e1
2369,Cédric Soares,pt POR,DF,Fulham,eng Premier League,31-200,1991,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,839c14e1
2370,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31-141,1991,18,18,1367,15.2,0,0,0,0,0,0,5,0,0.0,0.0,1.1,1.1,12,66,15,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,c05f2f8c
2371,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27-333,1995,8,5,499,5.5,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,12,17,29,0.00,0.18,0.18,0.00,0.18,0.02,0.07,0.08,0.02,0.08,2ccd89a3
2372,Rubén Sobrino,es ESP,MFFW,Cádiz,es La Liga,30-291,1992,22,17,1554,17.3,2,1,3,2,0,0,7,0,3.1,3.1,0.9,4.0,29,23,48,0.12,0.06,0.17,0.12,0.17,0.18,0.05,0.23,0.18,0.23,19b776e9
2373,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23-283,1999,9,3,342,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,4,18,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,5fa714d5
2374,Dominic Solanke,eng ENG,FWMF,Bournemouth,eng Premier League,25-186,1997,22,21,1878,20.9,3,4,7,3,0,0,1,0,4.4,4.4,2.5,6.9,36,28,103,0.14,0.19,0.34,0.14,0.34,0.21,0.12,0.33,0.21,0.33,e77dc3b2
2375,Augusto Solari,ar ARG,MFFW,Celta Vigo,es La Liga,31-075,1992,11,2,217,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,4,11,11,0.00,0.41,0.41,0.00,0.41,0.11,0.07,0.19,0.11,0.19,3ca6106c
2376,Ola Solbakken,no NOR,MFFW,Roma,it Serie A,24-193,1998,5,1,104,1.2,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,6,14,0.87,0.00,0.87,0.87,0.87,0.28,0.00,0.28,0.28,0.28,78f13530
2377,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,22-053,2001,7,6,593,6.6,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.7,3,15,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,4f627629
2378,Carlos Soler,es ESP,MF,Valencia,es La Liga,26-076,1997,3,3,242,2.7,1,0,1,0,1,1,0,0,0.9,0.2,0.2,0.4,3,13,7,0.37,0.00,0.37,0.00,0.00,0.35,0.08,0.43,0.06,0.14,fed17f5a
2379,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,26-076,1997,18,10,843,9.4,3,2,5,3,0,0,0,0,1.4,1.4,1.3,2.7,17,41,46,0.32,0.21,0.53,0.32,0.53,0.15,0.14,0.29,0.15,0.29,fed17f5a
2380,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28-363,1994,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,f19f32b1
2381,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23-238,1999,9,2,281,3.1,4,0,4,4,0,0,0,0,1.0,1.0,0.1,1.1,7,15,25,1.28,0.00,1.28,1.28,1.28,0.32,0.03,0.35,0.32,0.35,886f9aac
2382,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,34-092,1988,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420c18a1
2383,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,34-092,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420c18a1
2384,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,21-026,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,4,4,4,0.00,0.00,0.00,0.00,0.00,0.07,0.19,0.27,0.07,0.27,28f66c2e
2385,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,21-026,2002,11,7,568,6.3,0,3,3,0,0,0,2,0,0.3,0.3,1.3,1.6,22,30,32,0.00,0.48,0.48,0.00,0.48,0.05,0.20,0.25,0.05,0.25,28f66c2e
2386,David Soria,es ESP,GK,Getafe,es La Liga,29-349,1993,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8f8c6934
2387,Roberto Soriano,it ITA,FWMF,Bologna,it Serie A,32-039,1991,25,14,1249,13.9,1,3,4,1,0,0,1,0,0.6,0.6,2.5,3.1,27,55,62,0.07,0.22,0.29,0.07,0.29,0.04,0.18,0.22,0.04,0.22,9d4c45d6
2388,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,25-057,1998,18,15,1347,15.0,2,6,8,2,0,0,5,0,0.7,0.7,4.4,5.2,39,76,100,0.13,0.40,0.53,0.13,0.53,0.05,0.30,0.34,0.05,0.34,af0d79a9
2389,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,21-068,2002,9,6,598,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50841bef
2390,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19-090,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,3aa74860
2391,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,32-145,1990,28,26,2297,25.5,6,7,13,5,1,3,4,0,9.5,7.2,7.0,14.2,33,143,237,0.24,0.27,0.51,0.20,0.47,0.37,0.27,0.65,0.28,0.56,7a42d0df
2392,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23-289,1999,8,5,433,4.8,0,2,2,0,0,0,1,0,0.6,0.6,0.9,1.5,35,18,72,0.00,0.42,0.42,0.00,0.42,0.12,0.19,0.31,0.12,0.31,94816803
2393,Tomáš Sou?ek,cz CZE,MF,West Ham,eng Premier League,28-020,1995,26,22,1999,22.2,1,1,2,1,0,0,2,0,2.9,2.9,0.9,3.8,10,70,35,0.05,0.05,0.09,0.05,0.09,0.13,0.04,0.17,0.13,0.17,6613c819
2394,Matìas Soulé,ar ARG,MFDF,Juventus,it Serie A,19-338,2003,10,2,256,2.8,1,0,1,1,0,0,0,0,1.0,1.0,0.4,1.4,9,8,29,0.35,0.00,0.35,0.35,0.35,0.35,0.13,0.48,0.35,0.48,c13ddd3e
